host_id,event_time,event_type,action,chain_phase,technique,variant,domain,bytes_kb,city,is_abnormal,peer_host
H000564,2026-07-02 08:28:23,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H000805,2026-07-02 08:34:39,login,登录办公终端,,T1078,,,,,,
H004953,2026-07-02 08:42:46,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H004564,2026-07-02 08:55:14,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H004763,2026-07-02 08:58:51,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H001402,2026-07-02 09:01:09,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H003533,2026-07-02 09:04:00,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H006113,2026-07-02 09:05:20,login,登录办公终端,,T1078,,,,武汉市,,
H009903,2026-07-02 09:07:54,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006566,2026-07-02 09:08:29,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H003923,2026-07-02 09:12:07,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H004564,2026-07-02 09:16:34,login,登录办公终端,,T1078,,,,,,
H000805,2026-07-02 09:18:40,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H006311,2026-07-02 09:21:31,dns_query,域名解析,,T1071.001,,docs.company.cn,,,,
H001819,2026-07-02 09:22:29,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H005614,2026-07-02 09:26:58,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004146,2026-07-02 09:27:00,login,登录办公终端,,T1078,,,,,,
H006311,2026-07-02 09:29:13,login,登录办公终端,,T1078,,,,,,
H008164,2026-07-02 09:30:47,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007512,2026-07-02 09:30:51,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001721,2026-07-02 09:33:08,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H008154,2026-07-02 09:34:11,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H006113,2026-07-02 09:34:52,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001269,2026-07-02 09:37:46,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H008154,2026-07-02 09:38:22,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H006373,2026-07-02 09:41:20,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H004146,2026-07-02 09:41:25,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H006419,2026-07-02 09:43:50,login,登录办公终端,,T1078,,,,南京市,,
H001796,2026-07-02 09:45:38,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H009903,2026-07-02 09:49:56,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H001721,2026-07-02 09:50:05,login,登录办公终端,,T1078,,,,,,
H001419,2026-07-02 09:53:48,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H006049,2026-07-02 09:55:06,login,登录办公终端,,T1078,,,,,,
H000805,2026-07-02 09:55:34,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H008164,2026-07-02 09:58:10,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H006311,2026-07-02 10:01:15,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H001402,2026-07-02 10:01:41,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008871,2026-07-02 10:01:43,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001796,2026-07-02 10:05:06,download,下载文档/更新包 41MB,,T1204.002,,,9406,,,
H004902,2026-07-02 10:07:36,rule_create,设置邮件自动归档规则,,T1114.002,,,,,,
H009170,2026-07-02 10:17:56,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H004080,2026-07-02 10:18:02,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H002223,2026-07-02 10:21:25,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H001269,2026-07-02 10:23:30,login,登录办公终端,,T1078,,,,,,
H004080,2026-07-02 10:24:16,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H004394,2026-07-02 10:26:19,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007030,2026-07-02 10:27:26,download,下载文档/更新包 24MB,,T1204.002,,,23202,,,
H008214,2026-07-02 10:28:20,download,下载文档/更新包 23MB,,T1204.002,,,39378,,,
H009500,2026-07-02 10:36:25,login,登录办公终端,,T1078,,,,,,
H004763,2026-07-02 10:36:54,email_open,阅读邮件（内部往来 3）,,,,mail.company.cn,,,,
H009170,2026-07-02 10:38:28,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H006566,2026-07-02 10:38:53,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H004394,2026-07-02 10:39:07,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H002223,2026-07-02 10:39:10,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H005767,2026-07-02 10:41:55,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H008931,2026-07-02 10:43:25,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001986,2026-07-02 10:44:06,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H001721,2026-07-02 10:48:52,email_open,阅读邮件（内部往来 3）,,,,wiki.company.cn,,,,
H008871,2026-07-02 10:52:36,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H006113,2026-07-02 10:54:10,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H009698,2026-07-02 11:02:05,login,登录办公终端,,T1078,,,,,,
H003910,2026-07-02 11:03:03,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H009535,2026-07-02 11:03:55,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H001819,2026-07-02 11:07:37,download,下载文档/更新包 12MB,,T1204.002,,,3201,,,
H000987,2026-07-02 11:15:51,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H000805,2026-07-02 11:16:48,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009982,2026-07-02 11:17:44,failed_login,密码错误自动重试,,T1110.001,,,,,,
H000564,2026-07-02 11:18:04,login,登录办公终端,,T1078,,,,,,
H006373,2026-07-02 11:24:39,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001819,2026-07-02 11:29:18,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006373,2026-07-02 11:32:46,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H001402,2026-07-02 11:33:13,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001419,2026-07-02 11:33:49,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007512,2026-07-02 11:34:57,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H004360,2026-07-02 11:35:55,login,登录办公终端,,T1078,,,,苏州市,,
H004816,2026-07-02 11:40:09,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001819,2026-07-02 11:40:10,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H007983,2026-07-02 11:41:10,login,登录办公终端,,T1078,,,,,,
H009903,2026-07-02 11:43:23,upload,上传附件 13MB,,T1567,,docs.company.cn,10792,,,
H003043,2026-07-02 11:45:49,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H004394,2026-07-02 11:48:13,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H009500,2026-07-02 11:57:36,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H004763,2026-07-02 11:57:38,login,登录办公终端,,T1078,,,,,,
H006566,2026-07-02 11:58:27,email_open,阅读邮件（内部往来 3）,,,,npm.company.cn,,,,
H002907,2026-07-02 11:59:40,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H007458,2026-07-02 11:59:49,download,下载文档/更新包 24MB,,T1204.002,,,3635,,,
H003833,2026-07-02 12:01:11,dns_query,域名解析,,T1071.001,,kb.company.cn,,,,
H001269,2026-07-02 12:03:41,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H004360,2026-07-02 12:03:51,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H006738,2026-07-02 12:10:07,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H008871,2026-07-02 12:10:59,login,登录办公终端,,T1078,,,,南京市,,
H004950,2026-07-02 12:11:51,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H007458,2026-07-02 12:16:16,login,登录办公终端,,T1078,,,,,,
H001419,2026-07-02 12:16:23,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H001824,2026-07-02 12:17:05,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H007030,2026-07-02 12:20:48,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H006750,2026-07-02 12:39:40,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H006750,2026-07-02 12:43:12,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H006738,2026-07-02 12:43:33,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H009170,2026-07-02 12:47:31,login,登录办公终端,,T1078,,,,,,
H004816,2026-07-02 12:50:40,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001721,2026-07-02 12:50:42,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H006419,2026-07-02 12:53:10,download,下载文档/更新包 17MB,,T1204.002,,,22518,,,
H007512,2026-07-02 13:01:01,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006113,2026-07-02 13:02:10,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003910,2026-07-02 13:02:13,download,下载文档/更新包 23MB,,T1204.002,,,12381,,,
H003910,2026-07-02 13:08:48,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H006566,2026-07-02 13:14:54,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003910,2026-07-02 13:17:13,upload,上传附件 11MB,,T1567,,docs.company.cn,13482,,,
H009500,2026-07-02 13:20:41,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H009979,2026-07-02 13:28:39,download,下载文档/更新包 2MB,,T1204.002,,,30598,,,
H001547,2026-07-02 13:30:26,login,登录办公终端,,T1078,,,,南京市,,
H008214,2026-07-02 13:30:30,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H004080,2026-07-02 13:31:50,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H002907,2026-07-02 13:37:09,download,下载文档/更新包 19MB,,T1204.002,,,5677,,,
H004394,2026-07-02 13:42:06,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H004950,2026-07-02 13:46:07,login,登录办公终端,,T1078,,,,,,
H007458,2026-07-02 13:52:17,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H000564,2026-07-02 13:52:47,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008164,2026-07-02 13:58:13,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H005767,2026-07-02 14:08:19,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H006311,2026-07-02 14:13:16,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H004146,2026-07-02 14:19:56,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H009903,2026-07-02 14:20:37,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H005614,2026-07-02 14:27:43,dns_query,域名解析,,T1071.001,,github.com,,,,
H007030,2026-07-02 14:33:38,login,登录办公终端,,T1078,,,,西安市,,
H001824,2026-07-02 14:37:26,email_open,阅读邮件（内部往来 3）,,,,mail.company.cn,,,,
H009698,2026-07-02 14:38:51,dns_query,域名解析,,T1071.001,,mail.company.cn,,,,
H007030,2026-07-02 14:45:16,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H003923,2026-07-02 14:50:55,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004394,2026-07-02 14:56:29,login,登录办公终端,,T1078,,,,,,
H008871,2026-07-02 15:00:37,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H007983,2026-07-02 15:04:01,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H005767,2026-07-02 15:08:07,upload,上传附件 8MB,,T1567,,docs.company.cn,1817,,,
H009698,2026-07-02 15:08:59,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009979,2026-07-02 15:11:33,failed_login,密码错误自动重试,,T1110.001,,,,,,
H000564,2026-07-02 15:11:58,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H001547,2026-07-02 15:13:05,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004816,2026-07-02 15:17:05,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H002907,2026-07-02 15:19:22,login,登录办公终端,,T1078,,,,,,
H008931,2026-07-02 15:20:25,login,登录办公终端,,T1078,,,,,,
H004564,2026-07-02 15:21:11,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004080,2026-07-02 15:28:20,login,登录办公终端,,T1078,,,,,,
H000466,2026-07-02 15:28:56,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H001402,2026-07-02 15:29:47,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H001269,2026-07-02 15:35:31,download,下载文档/更新包 15MB,,T1204.002,,,14703,,,
H006566,2026-07-02 15:42:44,login,登录办公终端,,T1078,,,,,,
H004146,2026-07-02 15:43:40,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H003833,2026-07-02 15:46:05,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H002223,2026-07-02 15:49:01,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H006113,2026-07-02 15:50:03,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009979,2026-07-02 15:58:54,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H009535,2026-07-02 15:59:22,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H000805,2026-07-02 15:59:44,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H006113,2026-07-02 16:01:52,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H001824,2026-07-02 16:02:09,failed_login,密码错误自动重试,,T1110.001,,,,,,
H007983,2026-07-02 16:06:23,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004950,2026-07-02 16:12:12,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H009500,2026-07-02 16:12:55,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H001269,2026-07-02 16:22:46,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004564,2026-07-02 16:28:03,mfa_denied,新设备 MFA 验证失败一次后成功,,T1621,,,,,,
H003923,2026-07-02 16:29:32,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H005767,2026-07-02 16:30:53,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H004763,2026-07-02 16:36:11,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H001824,2026-07-02 16:38:24,login,登录办公终端,,T1078,,,,,,
H004775,2026-07-02 16:40:54,login,登录办公终端,,T1078,,,,,,
H001402,2026-07-02 16:43:48,download,下载文档/更新包 2MB,,T1204.002,,,39498,,,
H004775,2026-07-02 16:45:43,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H004149,2026-07-02 16:46:59,smb_connect,访问文件服务器共享目录,,T1021.002,,,,,,FILE-SRV01
H009500,2026-07-02 16:48:47,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001986,2026-07-02 16:52:42,login,登录办公终端,,T1078,,,,,,
H000805,2026-07-02 16:57:17,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008931,2026-07-02 16:57:35,email_open,阅读邮件（内部往来 3）,,,,oa.company.cn,,,,
H009170,2026-07-02 17:01:51,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H001986,2026-07-02 17:04:54,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H008164,2026-07-02 17:07:27,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H008164,2026-07-02 17:10:11,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H001668,2026-07-02 17:10:57,login,登录办公终端,,T1078,,,,,,
H001547,2026-07-02 17:11:12,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003043,2026-07-02 17:12:30,login,登录办公终端,,T1078,,,,,,
H001824,2026-07-02 17:14:05,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H002894,2026-07-02 17:16:28,login,登录办公终端,,T1078,,,,,,
H003043,2026-07-02 17:16:53,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H004360,2026-07-02 17:17:56,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005614,2026-07-02 17:19:20,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H008214,2026-07-02 17:20:46,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H006373,2026-07-02 17:21:17,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H007512,2026-07-02 17:21:56,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H004816,2026-07-02 17:23:36,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H006311,2026-07-02 17:34:05,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001419,2026-07-02 17:35:58,download,下载文档/更新包 42MB,,T1204.002,,,42241,,,
H004080,2026-07-02 17:36:12,email_open,阅读邮件（内部往来 3）,,,,kb.company.cn,,,,
H003910,2026-07-02 17:36:16,login,登录办公终端,,T1078,,,,,,
H003833,2026-07-02 17:37:27,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H000564,2026-07-02 17:38:58,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003910,2026-07-02 17:40:03,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001819,2026-07-02 17:41:38,login,登录办公终端,,T1078,,,,,,
H004950,2026-07-02 17:44:17,download,下载文档/更新包 27MB,,T1204.002,,,42588,,,
H009982,2026-07-02 17:44:28,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H007983,2026-07-02 17:46:14,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H009982,2026-07-02 17:49:19,login,登录办公终端,,T1078,,,,东莞市,,
H004816,2026-07-02 17:50:12,login,登录办公终端,,T1078,,,,,,
H000564,2026-07-02 17:50:21,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001824,2026-07-02 17:53:01,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H009903,2026-07-02 17:54:13,download,下载文档/更新包 1MB,,T1204.002,,,14179,,,
H006049,2026-07-02 17:54:41,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H006747,2026-07-02 17:55:10,dns_query,域名解析,,T1071.001,,taobao.com,,,,
H008214,2026-07-02 17:59:24,login,登录办公终端,,T1078,,,,东莞市,,
H001721,2026-07-02 17:59:45,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H007983,2026-07-02 18:02:00,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006113,2026-07-02 18:05:06,dns_query,域名解析,,T1071.001,,docs.company.cn,,,,
H001819,2026-07-02 18:08:45,dns_query,域名解析,,T1071.001,,jd.com,,,,
H007512,2026-07-02 18:10:09,login,登录办公终端,,T1078,,,,,,
H009535,2026-07-02 18:12:39,login,登录办公终端,,T1078,,,,,,
H001668,2026-07-02 18:14:23,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H000466,2026-07-02 18:14:28,login,登录办公终端,,T1078,,,,,,
H007983,2026-07-02 18:16:33,email_open,阅读邮件（内部往来 3）,,,,npm.company.cn,,,,
H000438,2026-07-02 18:19:37,smb_connect,访问文件服务器共享目录,,T1021.002,,,,,,FILE-SRV01
H009982,2026-07-02 18:22:37,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H002223,2026-07-02 18:23:00,login,登录办公终端,,T1078,,,,苏州市,,
H001547,2026-07-02 18:32:02,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007983,2026-07-02 18:32:19,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H006311,2026-07-02 18:35:16,email_open,阅读邮件（内部往来 3）,,,,npm.company.cn,,,,
H001721,2026-07-02 18:38:46,dns_query,域名解析,,T1071.001,,qq.com,,,,
H009979,2026-07-02 18:39:34,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003923,2026-07-02 18:39:38,login,登录办公终端,,T1078,,,,,,
H006566,2026-07-02 18:40:19,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H008164,2026-07-02 18:41:27,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006747,2026-07-02 18:42:54,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006311,2026-07-02 18:49:05,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H001419,2026-07-02 18:52:00,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H006049,2026-07-02 18:54:04,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H007983,2026-07-02 18:55:24,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
